"","X","GeneID","TrxID","Npeptides","Ndetect.apy","Ndetect.eup","ID","Nobs.apy","Nobs.eup","mar","specific.eup","specific.apy","imputed","num_NAs","Means.Apy","Means.Eupy","Means.All","Apyrene_vs_Eupyrene_CI.L","Apyrene_vs_Eupyrene_CI.R","Apyrene_vs_Eupyrene_diff","Apyrene_vs_Eupyrene_p.adj","Apyrene_vs_Eupyrene_p.val","significant","Apyrene_vs_Eupyrene_significant","Apyrene_vs_Eupyrene_p.bh","significant_bh","master.de","TranscriptID","GeneName","type","score","PPV","id","desc","subject_seq.id","percent_identicalMatches","alignment_length","number_mismatches","number_gapOpenings","start_query.alignment","end_query.alignment","start_subject.alignment","end_subject.alignment","expect_value","bit_value","organism_commonName","organism_scientificName","organism_group","function."
"523",523,"PIERAPG00000004945","PIERAPT00000011859",7,3,3,"PIERAPG00000004945",3,4,TRUE,FALSE,FALSE,TRUE,4,17.4151875648486,17.6993423364129,17.6993423364129,-1.38474507381408,0.34284424474497,-0.520950414534557,0.83405737427431,0.219073716111884,FALSE,FALSE,0.48443806228008,FALSE,"unbiased","PIERAPT00000011859","Dnah2","DE",0.818526372449,0.421676714435,0.766666666667,"Dynein heavy chain 2, axonemal","P0C6F1.1",52.572,797,357,4,7,801,2280,3057,0,849,"house mouse","Mus musculus","rodents","RecName: Full=Dynein heavy chain 2, axonemal; AltName: Full=Axonemal beta dynein heavy chain 2; AltName: Full=Ciliary dynein heavy chain 2"
"524",524,"PIERAPG00000004961","PIERAPT00000011909",2,5,3,"PIERAPG00000004961",5,4,TRUE,FALSE,FALSE,TRUE,2,15.6642665926235,14.9006473623566,14.9006473623566,0.484611293411091,2.31532588423429,1.39996858882269,0.351579304206867,0.00513736258829597,FALSE,FALSE,0.0376978744504948,TRUE,"apyrene","PIERAPT00000011909","samm50bsamm50","DE",1.4884848761,0.700223766224,0.837209302326,"Sorting and assembly machinery component 50","Q5U3I0.1",41.901,284,158,5,7,284,187,469,3.54e-70,226,"zebrafish","Danio rerio","bony fishes","RecName: Full=Sorting and assembly machinery component 50 homolog B"
"525",525,"PIERAPG00000004964","PIERAPT00000011923",4,5,6,"PIERAPG00000004964",5,6,TRUE,FALSE,FALSE,FALSE,0,16.345129102098,16.4347927670418,16.4347927670418,-0.834395292963139,0.505628521502432,-0.164383385730353,0.896963402346996,0.609826314449514,FALSE,FALSE,0.803752049655109,FALSE,"unbiased","PIERAPT00000011923","glt1","DE",0.646753292678,0.231298806696,0.833333333333,"Glutamate synthase","Q9C102.1",56.612,484,203,4,2,483,1627,2105,0,562,"Schizosaccharomyces pombe 972h-","Schizosaccharomyces pombe 972h-","ascomycetes","RecName: Full=Putative glutamate synthase [NADPH]; AltName: Full=NADPH-GOGAT"
"526",526,"PIERAPG00000004973","PIERAPT00000011934",1,6,6,"PIERAPG00000004973",5,6,TRUE,FALSE,FALSE,FALSE,0,18.9265015398802,18.2318117791652,18.2318117791652,0.0822270698391616,2.46496871944923,1.2735978946442,0.65629644653998,0.0376788940009088,FALSE,FALSE,0.166548728269974,FALSE,"unbiased","PIERAPT00000011934","BIN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",528,"PIERAPG00000005002","PIERAPT00000011996",3,6,6,"PIERAPG00000005002",5,6,TRUE,FALSE,FALSE,FALSE,0,18.270399155988,18.1587594005855,18.1587594005855,-0.59894755329693,1.00829332310633,0.204672884904699,0.895816928609692,0.596399475453561,FALSE,FALSE,0.800555073806078,FALSE,"unbiased","PIERAPT00000011996","ro-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",536,"PIERAPG00000005053","PIERAPT00000012122",20,5,6,"PIERAPG00000005053",5,6,TRUE,FALSE,FALSE,FALSE,0,19.1300025526154,19.1990354546176,19.1990354546176,-0.957124096444798,0.704003455770125,-0.126560320337337,0.907304741757178,0.750655270492687,FALSE,FALSE,0.886701534867694,FALSE,"unbiased","PIERAPT00000012122","APLP_3","DE",1.31341638917,0.636918667579,0.769230769231,"Apolipophorin","Q25490.1",47.31,1078,525,16,1,1057,2250,3305,0,960,"tobacco hornworm","Manduca sexta","moths","RecName: Full=Apolipophorins; Contains: RecName: Full=Apolipophorin-2; AltName: Full=Apolipophorin II; AltName: Full=apoLp-2; Contains: RecName: Full=Apolipophorin-1; AltName: Full=Apolipophorin I; AltName: Full=apoLp-1; Flags: Precursor"
"543",543,"PIERAPG00000005109","PIERAPT00000012251",7,6,6,"PIERAPG00000005109",5,6,TRUE,FALSE,FALSE,FALSE,0,24.0997566467785,24.3735214387467,24.3735214387467,-1.27945155841828,0.275647321201479,-0.501902118608399,0.823283167266598,0.189898824024276,FALSE,FALSE,0.445354708797993,FALSE,"unbiased","PIERAPT00000012251","comB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",559,"PIERAPG00000005217","PIERAPT00000012529",6,5,5,"PIERAPG00000005217",5,5,TRUE,FALSE,FALSE,TRUE,1,17.7238866037617,17.3639330724304,17.3639330724304,-0.394069264059678,1.71389887894123,0.659914807440774,0.828315981182554,0.202820864625163,FALSE,FALSE,0.462398185194817,FALSE,"unbiased","PIERAPT00000012529","Dnah8","DE",1.42109741553,0.676650539615,0.766666666667,"Dynein heavy chain 8, axonemal","Q91XQ0.2",61.497,561,211,2,1,560,4079,4635,0,736,"house mouse","Mus musculus","rodents","RecName: Full=Dynein heavy chain 8, axonemal; AltName: Full=Axonemal beta dynein heavy chain 8; AltName: Full=Ciliary dynein heavy chain 8"
"563",563,"PIERAPG00000005232","PIERAPT00000012569",2,5,6,"PIERAPG00000005232",5,6,TRUE,FALSE,FALSE,FALSE,0,15.3557522580406,15.4080145468654,15.4080145468654,-0.998936880818845,0.807308488461291,-0.0958141961787771,0.911800083122752,0.824753938253857,FALSE,FALSE,0.924986635038398,FALSE,"unbiased","PIERAPT00000012569","APY","DE",0.854286223314,0.439026702529,0.571428571429,"Apyrase","B3A0N5.1",49.829,293,140,5,20,309,34,322,1.47e-95,295,"Tabanus yao","Tabanus yao","flies","RecName: Full=Apyrase; AltName: Full=ATP-diphosphatase; Short=ADPase; AltName: Full=ATP-diphosphohydrolase; AltName: Full=Adenosine diphosphatase; AltName: Allergen=Tab y 1; Flags: Precursor"
"568",568,"PIERAPG00000005308","PIERAPT00000012736",3,0,6,"PIERAPG00000005308",0,6,FALSE,TRUE,FALSE,TRUE,5,16.7707173872454,16.9623237621541,16.9623237621541,-0.967861708201728,0.265305000203317,-0.351278353999206,0.84194399128986,0.24443951338094,FALSE,FALSE,0.515241155403782,FALSE,"eupyrene","PIERAPT00000012736","gatB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",569,"PIERAPG00000005324","PIERAPT00000012785",1,4,6,"PIERAPG00000005324",4,6,TRUE,FALSE,FALSE,TRUE,1,14.62274597018,16.5541696472168,16.5541696472168,-4.56532448025757,-2.51656233554413,-3.54094340790085,0.000179987295655676,1.81166442036209e-06,TRUE,TRUE,5.10336655363015e-05,TRUE,"eupyrene","PIERAPT00000012785","GLSN_2",NA,NA,NA,NA,NA,"Q03460.1",51.657,362,164,2,1,351,604,965,1.16e-117,377,"Medicago sativa","Medicago sativa","eudicots","RecName: Full=Glutamate synthase [NADH], amyloplastic; AltName: Full=NADH-GOGAT; Flags: Precursor"
"570",570,"PIERAPG00000005325","PIERAPT00000012786",1,6,6,"PIERAPG00000005325",5,6,TRUE,FALSE,FALSE,FALSE,0,21.4414459573788,21.5736244292996,21.5736244292996,-2.20750267471547,1.72284827767246,-0.242327198521505,0.910174521540209,0.796946070150915,FALSE,FALSE,0.912206865420675,FALSE,"unbiased","PIERAPT00000012787","TY4A-HftsK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",574,"PIERAPG00000005365","PIERAPT00000012892",3,5,6,"PIERAPG00000005365",5,6,TRUE,FALSE,FALSE,FALSE,0,16.9806350858966,17.3996762513992,17.3996762513992,-1.74057625719323,0.204091983683746,-0.76824213675474,0.779344455950649,0.113274738560705,FALSE,FALSE,0.330045922079721,FALSE,"unbiased","PIERAPT00000012892","NDUFS3","DE",0.761331970153,0.393345209631,0.6875,"NADH-quinone oxidoreductase subunit C (Fragment)","P86217.1",71.429,56,15,1,1,56,33,87,7.7e-24,88.6,"golden hamster","Mesocricetus auratus","rodents","RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial; AltName: Full=Complex I-30kD; Short=CI-30kD; AltName: Full=NADH-ubiquinone oxidoreductase 30 kDa subunit"
"577",577,"PIERAPG00000005393","PIERAPT00000012938",1,2,6,"PIERAPG00000005393",3,6,TRUE,FALSE,FALSE,TRUE,2,15.1468740186367,17.6325803076514,17.6325803076514,-6.03141312418666,-3.08284326886741,-4.55712819652703,0.00123653784340764,7.00699447937208e-06,TRUE,TRUE,0.000161744789232172,TRUE,"eupyrene","PIERAPT00000012938","MIMI_L53","DE",1.87137933464,0.815296133745,0.571428571429,"Putative ultrahigh sulfur keratin-associated protein (Fragment)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",578,"PIERAPG00000005405","PIERAPT00000012968",1,6,6,"PIERAPG00000005405",5,6,TRUE,FALSE,FALSE,FALSE,0,18.0964666064282,17.569218519328,17.569218519328,-0.379866580638852,2.31310956667322,0.966621493017186,0.802760901823969,0.147413871228231,FALSE,FALSE,0.379847835629955,FALSE,"unbiased","PIERAPT00000012968","dltD","DE",1.09900422947,0.657490594464,0.942307692308,"D-alanyl-lipoteichoic acid biosynthesis protein DltD","P55154.2",45.154,423,222,6,1,418,5,422,1.7e-127,377,"Lacticaseibacillus rhamnosus","Lacticaseibacillus rhamnosus","firmicutes","RecName: Full=Protein DltD"
"580",580,"PIERAPG00000005434","PIERAPT00000013053",4,6,6,"PIERAPG00000005434",5,6,TRUE,FALSE,FALSE,FALSE,0,20.5092262218659,20.507971677902,20.507971677902,-0.832724207270592,0.837324201804511,0.00229999726695951,0.920502616472816,0.995409346893025,FALSE,FALSE,0.99997422183979,FALSE,"unbiased","PIERAPT00000013053","Tmprss11d","DE",3.46661449786,0.9680758,0.375,"Seminal fluid protein HACP003 (Fragment)","Q8VHK8.2",46.552,58,29,1,21,76,172,229,3.86e-12,62.8,"house mouse","Mus musculus","rodents","RecName: Full=Transmembrane protease serine 11D; AltName: Full=Adrenal secretory serine protease; Short=AsP; AltName: Full=Airway trypsin-like protease; Short=AT; Contains: RecName: Full=Transmembrane protease serine 11D non-catalytic chain; Contains: RecName: Full=Transmembrane protease serine 11D catalytic chain; Flags: Precursor"
"585",585,"PIERAPG00000005486","PIERAPT00000013157",3,6,6,"PIERAPG00000005486",5,6,TRUE,FALSE,FALSE,FALSE,0,18.5966669989892,18.4340134621435,18.4340134621435,-0.828987252529763,1.42538355429751,0.298198150883874,0.894584063186774,0.582390343876275,FALSE,FALSE,0.790371982888746,FALSE,"unbiased","PIERAPT00000013157","RpS25","DE",1.44816666429,0.686239253792,0.24,"40S ribosomal protein S25","Q962Q5.1",98.319,119,2,0,26,144,1,119,3.34e-80,234,"fall armyworm","Spodoptera frugiperda","moths","RecName: Full=40S ribosomal protein S25"
"593",593,"PIERAPG00000005573","PIERAPT00000013372",2,6,6,"PIERAPG00000005573",5,6,TRUE,FALSE,FALSE,FALSE,0,20.0675679918543,20.2603556541046,20.2603556541046,-1.29203384019447,0.585145745276643,-0.353444047458911,0.878783342633627,0.436062754530573,FALSE,FALSE,0.685265157551022,FALSE,"unbiased","PIERAPT00000013372","gltX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",606,"PIERAPG00000005710","PIERAPT00000013726",1,6,6,"PIERAPG00000005710",5,6,TRUE,FALSE,FALSE,FALSE,0,17.9211002215804,17.9209209317033,17.9209209317033,-0.885962121102452,0.886619517318678,0.000328698108113201,0.920683715088393,0.999381884325487,FALSE,FALSE,0.99997422183979,FALSE,"unbiased","PIERAPT00000013726","MGYG","DE",0.591998587795,0.10563675899,0.727272727273,"Dipeptidase","E5R2Q7.1",46.154,52,20,1,35,86,56,99,6.53e-07,48.5,"Nannizzia gypsea CBS 118893","Nannizzia gypsea CBS 118893","ascomycetes","RecName: Full=Putative dipeptidase MGYG_00085; Flags: Precursor"
"616",616,"PIERAPG00000005768","PIERAPT00000013847",4,6,6,"PIERAPG00000005768",5,6,TRUE,FALSE,FALSE,FALSE,0,19.7727502233419,19.8410370438417,19.8410370438417,-0.799463249607656,0.549078241108164,-0.125192504249746,0.903813607037573,0.698832317005862,FALSE,FALSE,0.860189517654216,FALSE,"unbiased","PIERAPT00000013847","UQCRB","DE",1.22454410133,0.602214907965,0.666666666667,"Cytochrome b-c1 complex subunit 7","P00129.3",55.263,76,34,0,1,76,33,108,4.03e-23,87.4,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Cytochrome b-c1 complex subunit 7; AltName: Full=Complex III subunit 7; AltName: Full=Complex III subunit VII; AltName: Full=QP-C; AltName: Full=Ubiquinol-cytochrome c reductase complex 14 kDa protein"
"621",621,"PIERAPG00000005801","PIERAPT00000013917",1,3,5,"PIERAPG00000005801",3,5,TRUE,FALSE,FALSE,TRUE,3,13.8140642806327,13.8140764741469,13.8140764741469,-1.44535314545436,1.44530843590234,-2.23547760089815e-05,0.920710647576572,0.99997422183979,FALSE,FALSE,0.99997422183979,FALSE,"unbiased","PIERAPT00000013916","Tm2TPM1","DE",0.931486784145,0.475528451243,0.615384615385,"Tropomyosin-1","P09491.1",89.308,159,17,0,1,159,126,284,8.36e-96,281,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Tropomyosin-2; AltName: Full=Tropomyosin I"
"624",624,"PIERAPG00000005836","PIERAPT00000014008",2,3,3,"PIERAPG00000005836",5,4,TRUE,FALSE,FALSE,TRUE,2,15.6032641765439,15.1796189775412,15.1796189775412,0.000317234677295164,1.5530484949993,0.7766828648383,0.691727045652656,0.0499172125887791,FALSE,FALSE,0.200392288218722,FALSE,"unbiased","PIERAPT00000014008","CFAP43",NA,NA,NA,NA,NA,"A8JAF2.1",27.848,237,167,3,33,268,1450,1683,8.77e-20,92.4,"Chlamydomonas reinhardtii","Chlamydomonas reinhardtii","green algae","RecName: Full=Cilia- and flagella-associated protein 43"
"653",653,"PIERAPG00000006023","PIERAPT00000014419",6,0,6,"PIERAPG00000006023",0,6,FALSE,TRUE,FALSE,TRUE,5,17.7988108254171,17.9767527753103,17.9767527753103,-0.888124342985412,0.235670526710555,-0.326226908137428,0.839432609282524,0.235945635564529,FALSE,FALSE,0.504038105794663,FALSE,"eupyrene","PIERAPT00000014419","VCATH_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",656,"PIERAPG00000006041","PIERAPT00000014450",4,6,6,"PIERAPG00000006041",5,6,TRUE,FALSE,FALSE,FALSE,0,20.6012424085755,21.2537912402682,21.2537912402682,-4.0615377885142,1.66885873897409,-1.19633952477006,0.872084261179844,0.388861432303425,FALSE,FALSE,0.652157114518963,FALSE,"unbiased","PIERAPT00000014450","G100734","DE",0.722186912668,0.373541769743,0.651162790698,"leucine-rich repeat extensin-like protein 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",658,"PIERAPG00000006049","PIERAPT00000014466",3,5,5,"PIERAPG00000006049",5,6,TRUE,FALSE,FALSE,FALSE,0,15.8959196963672,15.8877722666287,15.8877722666287,-0.95657981482355,0.9864537238646,0.0149369545205253,0.919529853513695,0.974380026319664,FALSE,FALSE,0.995986128824064,FALSE,"unbiased","PIERAPT00000014466","Mfe2","DE",0.672850370295,0.291191599827,0.88,"Short-chain dehydrogenase","P51660.3",66.364,110,36,1,4,112,5,114,1.51e-40,145,"house mouse","Mus musculus","rodents","RecName: Full=Peroxisomal multifunctional enzyme type 2; Short=MFE-2; AltName: Full=17-beta-hydroxysteroid dehydrogenase 4; Short=17-beta-HSD 4; AltName: Full=D-bifunctional protein; Short=DBP; AltName: Full=Multifunctional protein 2; Short=MPF-2; Contains: RecName: Full=(3R)-hydroxyacyl-CoA dehydrogenase; Contains: RecName: Full=Enoyl-CoA hydratase 2; AltName: Full=3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase"
"679",679,"PIERAPG00000006208","PIERAPT00000014880",18,6,6,"PIERAPG00000006208",5,6,TRUE,FALSE,FALSE,FALSE,0,21.9475783085356,22.264089113224,22.264089113224,-2.07423173081041,0.913692113619672,-0.580269808595368,0.876902136534801,0.422060931619908,FALSE,FALSE,0.672971752607577,FALSE,"unbiased","PIERAPT00000014880","SERAACH2_2","DE",1.2687949198,0.61971053302,0.666666666667,"Alaserpin","P14754.1",50.656,381,184,2,9,388,10,387,3.73e-125,369,"tobacco hornworm","Manduca sexta","moths","RecName: Full=Alaserpin; AltName: Full=Serpin-1; Flags: Precursor"
"689",689,"PIERAPG00000006304","PIERAPT00000015142",1,5,6,"PIERAPG00000006304",5,6,TRUE,FALSE,FALSE,FALSE,0,15.30745197966,15.2440006810573,15.2440006810573,-0.685339970828134,0.917994732371627,0.116327380771747,0.908037857724691,0.762151767023463,FALSE,FALSE,0.895105331515453,FALSE,"unbiased","PIERAPT00000015142","G110970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",696,"PIERAPG00000006329","PIERAPT00000015207",2,6,6,"PIERAPG00000006329",5,6,TRUE,FALSE,FALSE,FALSE,0,18.0542020181351,17.7354073898544,17.7354073898544,-0.00473802159729786,1.17365165862663,0.584456818514667,0.695851623660463,0.0516551285519359,FALSE,FALSE,0.203523950354676,FALSE,"unbiased","PIERAPT00000015207","SSC5D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",698,"PIERAPG00000006342","PIERAPT00000015228",6,5,5,"PIERAPG00000006342",5,6,TRUE,FALSE,FALSE,FALSE,0,17.282332142636,16.8154728429501,16.8154728429501,0.127175018604827,1.58464241357709,0.855908716090958,0.595227685671352,0.0241971281122753,FALSE,FALSE,0.121886840447362,FALSE,"unbiased","PIERAPT00000015228","TUBA8","DE",1.05666093675,0.531940340108,0.842105263158,"Tubulin alpha chain","Q2HJB8.1",60.814,393,154,0,6,398,45,437,4.5e-178,506,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Tubulin alpha-8 chain; AltName: Full=Alpha-tubulin 8"
"704",704,"PIERAPG00000006416","PIERAPT00000015445",3,5,6,"PIERAPG00000006416",5,6,TRUE,FALSE,FALSE,FALSE,0,16.6639904002261,16.3240127403777,16.3240127403777,-0.266778459500023,1.51336321227747,0.623292376388726,0.80801321272546,0.156943296510096,FALSE,FALSE,0.395811470105887,FALSE,"unbiased","PIERAPT00000015445","AK7",NA,NA,NA,NA,NA,"Q96M32.3",30.503,318,192,6,24,332,18,315,5.63e-39,149,"human","Homo sapiens","primates","RecName: Full=Adenylate kinase 7; Short=AK 7; AltName: Full=ATP-AMP transphosphorylase 7"
"705",705,"PIERAPG00000006417","PIERAPT00000015446",3,5,6,"PIERAPG00000006417",5,6,TRUE,FALSE,FALSE,FALSE,0,16.6177232754474,16.5995882055067,16.5995882055067,-1.08576256748278,1.15225782393224,0.0332476282247285,0.91839593071638,0.950515453356162,FALSE,FALSE,0.985500114459102,FALSE,"unbiased","PIERAPT00000015446","LamC","DE",1.10640049984,0.553404101899,0.85,"B-type nuclear lamin","Q03427.2",59.281,167,68,0,27,193,17,183,6.15e-56,189,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Lamin-C; AltName: Full=pG-IF"
"719",719,"PIERAPG00000006525","PIERAPT00000015669",2,4,2,"PIERAPG00000006525",5,3,TRUE,FALSE,FALSE,TRUE,3,16.4848196418376,15.6906473091899,15.6906473091899,0.521212581225832,2.39075263848237,1.4559826098541,0.331976103866616,0.00453298274181042,FALSE,FALSE,0.0342446241676769,TRUE,"apyrene","PIERAPT00000015669","ppi1","DE",1.53749859847,0.716745121034,0.675,"peptidyl-prolyl cis-trans isomerase-like","P18253.1",36.429,140,86,2,189,328,9,145,7.02e-17,80.1,"Schizosaccharomyces pombe 972h-","Schizosaccharomyces pombe 972h-","ascomycetes","RecName: Full=Peptidyl-prolyl cis-trans isomerase; Short=PPIase; AltName: Full=Cyclophilin; Short=CPH; AltName: Full=Cyclosporin A-binding protein; AltName: Full=Rotamase"
"727",727,"PIERAPG00000006565","PIERAPT00000015756",5,5,6,"PIERAPG00000006565",5,6,TRUE,FALSE,FALSE,FALSE,0,18.591388957573,20.3955518611024,20.3955518611024,-4.19153967099422,-2.42372430861337,-3.30763198980379,3.45843977404896e-05,6.66347089509174e-07,TRUE,TRUE,2.2149377255285e-05,TRUE,"eupyrene","PIERAPT00000015756","Rnf135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",729,"PIERAPG00000006569","PIERAPT00000015767",6,5,3,"PIERAPG00000006569",5,3,TRUE,FALSE,FALSE,TRUE,3,18.6451423025787,17.520811212458,17.520811212458,1.29205532862936,2.83049200181334,2.06127366522135,0.00866062508213259,3.54179590342093e-05,TRUE,TRUE,0.000680366889018005,TRUE,"apyrene","PIERAPT00000015767","FeCh",NA,NA,NA,NA,NA,"Q9V9S8.1",48.162,272,88,2,3,221,112,383,2.11e-86,263,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Ferrochelatase, mitochondrial; AltName: Full=Heme synthase; AltName: Full=Protoheme ferro-lyase; Flags: Precursor"
"735",735,"PIERAPG00000006600","PIERAPT00000015833",11,6,6,"PIERAPG00000006600",5,6,TRUE,FALSE,FALSE,FALSE,0,20.4302307612407,20.3041426925045,20.3041426925045,-0.482837959430588,0.945160878130001,0.231161459349707,0.886663818350679,0.502008221280746,FALSE,FALSE,0.738351914839469,FALSE,"unbiased","PIERAPT00000015833","vcp","DE",1.29636117455,0.630392833442,0.717391304348,"transitional endoplasmic reticulum ATPase-like","Q6GL04.1",86.145,332,45,1,2,333,5,335,0,604,"tropical clawed frog","Xenopus tropicalis","frogs & toads","RecName: Full=Transitional endoplasmic reticulum ATPase; Short=TER ATPase; AltName: Full=15S Mg(2+)-ATPase p97 subunit; Short=p97; AltName: Full=Valosin-containing protein; Short=VCP"
"739",739,"PIERAPG00000006634","PIERAPT00000015895",3,3,2,"PIERAPG00000006634",4,2,TRUE,FALSE,FALSE,TRUE,5,16.5160138478187,16.6335416912981,16.6335416912981,-0.856700776385569,0.425765350294586,-0.215467713045491,0.884905493871395,0.486193180156139,FALSE,FALSE,0.723413666445393,FALSE,"unbiased","PIERAPT00000015895","Dnah2_2","DE",0.591169465869,0.103733924169,0.709677419355,"Dynein, axonemal, heavy chain 2","P0C6F1.1",55.441,680,301,2,2,679,3115,3794,0,793,"house mouse","Mus musculus","rodents","RecName: Full=Dynein heavy chain 2, axonemal; AltName: Full=Axonemal beta dynein heavy chain 2; AltName: Full=Ciliary dynein heavy chain 2"
"740",740,"PIERAPG00000006643","PIERAPT00000015951",1,3,1,"PIERAPG00000006643",3,1,FALSE,FALSE,FALSE,TRUE,7,12.5877962978484,12.4705649986116,12.4705649986116,-0.420292085134719,0.850140182336172,0.214924048600727,0.884567115924908,0.483226325558811,FALSE,FALSE,0.721087965633399,FALSE,"unbiased","PIERAPT00000015951","drs-1","DE",1.3409678729,0.647326175606,0.625,"aspartate--tRNA ligase, cytoplasmic-like","Q03577.1",45.902,183,94,3,11,191,6,185,1.01e-42,152,"Caenorhabditis elegans","Caenorhabditis elegans","nematodes","RecName: Full=Aspartate--tRNA ligase, cytoplasmic; AltName: Full=Aspartyl-tRNA synthetase; Short=AspRS"
"743",743,"PIERAPG00000006687","PIERAPT00000016077",1,5,4,"PIERAPG00000006687",5,4,TRUE,FALSE,FALSE,TRUE,2,13.7760997566744,14.2723779770318,14.2723779770318,-1.81221201447735,-0.00747479349987734,-0.909843403988614,0.687836046400208,0.0483461337480451,FALSE,FALSE,0.196939397767772,FALSE,"unbiased","PIERAPT00000016077","SERPINB1",NA,NA,NA,NA,NA,"P80229.1",35.766,137,77,5,33,163,11,142,2.35e-13,69.7,"pig","Sus scrofa","even-toed ungulates","RecName: Full=Leukocyte elastase inhibitor; Short=LEI; AltName: Full=Leukocyte neutral proteinase inhibitor; Short=LNPI; AltName: Full=Serpin B1"
"744",744,"PIERAPG00000006713","PIERAPT00000016151",1,3,1,"PIERAPG00000006713",4,2,TRUE,FALSE,FALSE,TRUE,5,12.8748177548108,12.4544785562361,12.4544785562361,0.0440651840339503,1.4971785440733,0.770621864053625,0.660803216268471,0.0390061543874284,FALSE,FALSE,0.170152830949884,FALSE,"unbiased","PIERAPT00000016151","CG8858_2",NA,NA,NA,NA,NA,"Q9V677.1",28.571,238,144,6,3,214,1643,1880,6.08e-21,94,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Proteasome-associated protein ECM29 homolog"
"750",750,"PIERAPG00000006731","PIERAPT00000016205",8,6,6,"PIERAPG00000006731",5,6,TRUE,FALSE,FALSE,FALSE,0,20.4065810618038,19.8780209254087,19.8780209254087,0.139593219493478,1.79846061395519,0.969026916724331,0.59903657090679,0.0248444401435446,FALSE,FALSE,0.124747611838583,FALSE,"unbiased","PIERAPT00000016205","lpxB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",753,"PIERAPG00000006742","PIERAPT00000016227",3,6,6,"PIERAPG00000006742",5,6,TRUE,FALSE,FALSE,FALSE,0,18.5790894206489,19.1590118637325,19.1590118637325,-1.74032159241373,-0.386060698892803,-1.06319114565327,0.3233294328312,0.00428670484140601,FALSE,FALSE,0.0328318131171281,TRUE,"eupyrene","PIERAPT00000016227","NDUFS4","DE",0.91736806652,0.468950359465,0.838235294118,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial","O43181.1",63.333,90,32,1,1,90,87,175,8.11e-36,122,"human","Gorilla gorilla gorilla;Homo sapiens","primates","RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial; AltName: Full=Complex I-18 kDa; Short=CI-18 kDa; AltName: Full=Complex I-AQDQ; Short=CI-AQDQ; AltName: Full=NADH-ubiquinone oxidoreductase 18 kDa subunit; Flags: Precursor"
"761",761,"PIERAPG00000006821","PIERAPT00000016408",3,5,6,"PIERAPG00000006821",5,6,TRUE,FALSE,FALSE,FALSE,0,17.2016249296367,16.9046511396961,16.9046511396961,-0.248710910220687,1.33761480666967,0.544451948224491,0.812021578488122,0.164787843930641,FALSE,FALSE,0.408772233750336,FALSE,"unbiased","PIERAPT00000016408","Armc4",NA,NA,NA,NA,NA,"Q9VM21.1",55.385,130,58,0,2,131,423,552,4.15e-39,142,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Armadillo repeat-containing protein gudu"
