# TargetP-2.0	Organism: Non-Plant	Timestamp: 20260203200701
# ID	Prediction	OTHER	SP	mTP	CS Position
PIERAPG00000011112	OTHER	0.999943	0.000041	0.000016	
PIERAPG00000004056	OTHER	0.995116	0.003364	0.001520	
PIERAPG00000006357	OTHER	0.870457	0.123036	0.006506	
PIERAPG00000003798	OTHER	0.999887	0.000054	0.000059	
PIERAPG00000000243	OTHER	0.649749	0.000169	0.350082	
PIERAPG00000008792	mTP	0.063127	0.001513	0.935360	CS pos: 26-27. LHL-SV. Pr: 0.1695
PIERAPG00000004523	OTHER	0.663262	0.000906	0.335832	
PIERAPG00000006072	OTHER	0.678820	0.280611	0.040569	
PIERAPG00000003977	OTHER	0.999799	0.000077	0.000123	
PIERAPG00000009054	SP	0.118474	0.860000	0.021526	CS pos: 22-23. IMS-VD. Pr: 0.9241
PIERAPG00000000065	SP	0.195940	0.803888	0.000172	CS pos: 19-20. MDC-KS. Pr: 0.4453
PIERAPG00000011220	SP	0.000954	0.999039	0.000006	CS pos: 18-19. ASA-EL. Pr: 0.8411
PIERAPG00000000172	OTHER	0.983134	0.006339	0.010527	
PIERAPG00000013945	OTHER	0.997847	0.001286	0.000867	
PIERAPG00000010532	SP	0.259864	0.738082	0.002054	CS pos: 22-23. IFG-GF. Pr: 0.8913
PIERAPG00000011809	SP	0.000410	0.999567	0.000023	CS pos: 16-17. VHG-QC. Pr: 0.9434
PIERAPG00000004088	OTHER	0.998680	0.000614	0.000706	
PIERAPG00000008888	OTHER	0.947341	0.048865	0.003794	
PIERAPG00000007223	OTHER	0.999851	0.000110	0.000039	
PIERAPG00000008142	OTHER	0.959827	0.000332	0.039841	
PIERAPG00000003988	OTHER	0.998174	0.000319	0.001508	
PIERAPG00000003099	OTHER	0.999613	0.000376	0.000012	
PIERAPG00000013877	OTHER	0.999976	0.000013	0.000010	
PIERAPG00000001722	OTHER	0.994269	0.000543	0.005188	
PIERAPG00000011508	OTHER	0.968872	0.001375	0.029753	
PIERAPG00000006477	OTHER	0.630279	0.320696	0.049025	
PIERAPG00000007266	OTHER	0.999996	0.000003	0.000001	
PIERAPG00000001230	OTHER	0.999431	0.000041	0.000527	
PIERAPG00000000657	OTHER	0.999846	0.000035	0.000119	
PIERAPG00000004503	mTP	0.019486	0.000557	0.979958	CS pos: 27-28. VHN-AK. Pr: 0.4442
PIERAPG00000011624	OTHER	0.605911	0.002342	0.391747	
PIERAPG00000005669	OTHER	0.998766	0.000857	0.000377	
PIERAPG00000005270	SP	0.000204	0.999782	0.000014	CS pos: 19-20. AFA-QS. Pr: 0.9018
PIERAPG00000009996	OTHER	0.999925	0.000051	0.000024	
PIERAPG00000007093	OTHER	0.998525	0.000346	0.001129	
PIERAPG00000013787	OTHER	0.992054	0.003193	0.004753	
PIERAPG00000000224	OTHER	0.999983	0.000014	0.000003	
PIERAPG00000003468	OTHER	0.997280	0.002494	0.000226	
PIERAPG00000004531	mTP	0.352741	0.034524	0.612735	CS pos: 32-33. TNY-ST. Pr: 0.6829
PIERAPG00000005423	OTHER	0.999990	0.000001	0.000008	
PIERAPG00000005080	OTHER	0.895692	0.004633	0.099675	
PIERAPG00000005744	OTHER	0.628842	0.000184	0.370974	
PIERAPG00000006595	OTHER	0.998578	0.001244	0.000177	
PIERAPG00000005392	OTHER	0.998247	0.000700	0.001052	
PIERAPG00000008384	OTHER	0.998787	0.000845	0.000368	
PIERAPG00000011172	OTHER	0.998321	0.000957	0.000722	
PIERAPG00000011201	OTHER	0.997634	0.001616	0.000750	
PIERAPG00000009490	OTHER	0.999922	0.000052	0.000026	
PIERAPG00000014959	OTHER	0.999971	0.000025	0.000004	
PIERAPG00000012894	OTHER	0.998191	0.000256	0.001554	
PIERAPG00000009437	OTHER	0.999927	0.000060	0.000013	
PIERAPG00000010506	OTHER	0.995030	0.001430	0.003541	
PIERAPG00000014987	SP	0.000448	0.999539	0.000013	CS pos: 16-17. VSS-SM. Pr: 0.6510
PIERAPG00000002399	OTHER	0.997268	0.002670	0.000062	
PIERAPG00000000366	OTHER	0.999229	0.000002	0.000769	
PIERAPG00000001949	SP	0.008606	0.991391	0.000004	CS pos: 17-18. VVC-DF. Pr: 0.8024
PIERAPG00000013997	OTHER	0.999849	0.000104	0.000046	
PIERAPG00000012274	SP	0.093793	0.905937	0.000270	CS pos: 17-18. YDS-EK. Pr: 0.4029
PIERAPG00000006594	SP	0.079579	0.920089	0.000331	CS pos: 20-21. CLG-QD. Pr: 0.9007
PIERAPG00000005886	OTHER	0.987705	0.000060	0.012235	
PIERAPG00000011653	OTHER	0.999701	0.000178	0.000121	
PIERAPG00000014528	SP	0.008962	0.990798	0.000240	CS pos: 23-24. SNS-YT. Pr: 0.4314
PIERAPG00000014924	SP	0.016709	0.982607	0.000683	CS pos: 30-31. AXA-NI. Pr: 0.7643
PIERAPG00000001928	OTHER	0.999769	0.000086	0.000145	
PIERAPG00000000354	OTHER	0.999954	0.000000	0.000046	
PIERAPG00000004915	OTHER	0.991273	0.008426	0.000300	
PIERAPG00000006042	OTHER	0.999988	0.000005	0.000008	
PIERAPG00000008786	OTHER	0.999968	0.000001	0.000031	
PIERAPG00000003856	OTHER	0.999990	0.000001	0.000009	
PIERAPG00000014581	mTP	0.341587	0.006775	0.651638	CS pos: 37-38. REY-SK. Pr: 0.5601
PIERAPG00000000877	SP	0.000321	0.999665	0.000014	CS pos: 17-18. SSA-QN. Pr: 0.5287
PIERAPG00000002272	OTHER	0.999766	0.000187	0.000047	
PIERAPG00000003181	SP	0.081640	0.917087	0.001273	CS pos: 28-29. VNS-KS. Pr: 0.8747
PIERAPG00000010134	SP	0.388904	0.607240	0.003857	CS pos: 26-27. LTA-NV. Pr: 0.3040
PIERAPG00000010123	OTHER	0.982867	0.000119	0.017013	
PIERAPG00000012460	SP	0.000245	0.999703	0.000053	CS pos: 17-18. VNA-ER. Pr: 0.9249
PIERAPG00000011695	OTHER	0.998947	0.000160	0.000893	
PIERAPG00000000540	SP	0.008830	0.990850	0.000321	CS pos: 18-19. ITA-KK. Pr: 0.9540
PIERAPG00000011139	SP	0.063698	0.936295	0.000007	CS pos: 18-19. INA-LE. Pr: 0.9129
PIERAPG00000013887	OTHER	0.986293	0.002232	0.011475	
PIERAPG00000004245	OTHER	0.997976	0.001386	0.000638	
PIERAPG00000002847	SP	0.043413	0.956536	0.000052	CS pos: 17-18. INA-ED. Pr: 0.9789
PIERAPG00000011641	OTHER	0.987580	0.008790	0.003630	
PIERAPG00000005942	SP	0.007507	0.992280	0.000213	CS pos: 17-18. TYA-HN. Pr: 0.8988
PIERAPG00000005750	OTHER	0.999218	0.000473	0.000309	
PIERAPG00000014305	OTHER	0.997886	0.001353	0.000762	
PIERAPG00000008325	OTHER	0.999973	0.000016	0.000011	
PIERAPG00000006342	OTHER	0.986098	0.003008	0.010894	
PIERAPG00000010000	SP	0.041119	0.956888	0.001993	CS pos: 22-23. CFA-FS. Pr: 0.5990
PIERAPG00000012259	OTHER	0.998472	0.001476	0.000051	
PIERAPG00000008767	SP	0.001240	0.998756	0.000005	CS pos: 20-21. VFS-IN. Pr: 0.9259
PIERAPG00000002061	SP	0.337532	0.659568	0.002900	CS pos: 20-21. VQG-SV. Pr: 0.7845
PIERAPG00000005325	OTHER	0.859480	0.075803	0.064718	
PIERAPG00000012694	OTHER	0.999958	0.000029	0.000012	
PIERAPG00000011969	OTHER	0.998404	0.000230	0.001366	
PIERAPG00000008031	OTHER	0.657661	0.341864	0.000475	
PIERAPG00000001799	OTHER	0.991927	0.000164	0.007909	
PIERAPG00000008174	OTHER	0.975375	0.004907	0.019718	
PIERAPG00000001063	OTHER	0.995271	0.000054	0.004675	
PIERAPG00000008655	OTHER	0.999977	0.000011	0.000012	
PIERAPG00000009551	OTHER	0.999985	0.000007	0.000008	
PIERAPG00000006559	SP	0.001994	0.998001	0.000005	CS pos: 17-18. IQS-LK. Pr: 0.8993
PIERAPG00000005123	OTHER	0.999982	0.000005	0.000014	
PIERAPG00000002540	SP	0.001843	0.998085	0.000072	CS pos: 15-16. ILA-LK. Pr: 0.9463
PIERAPG00000010711	SP	0.007858	0.992119	0.000023	CS pos: 22-23. CEC-TL. Pr: 0.5804
PIERAPG00000003150	SP	0.279988	0.719652	0.000360	CS pos: 30-31. AYC-RK. Pr: 0.9580
PIERAPG00000008663	OTHER	0.999008	0.000860	0.000132	
PIERAPG00000005994	OTHER	0.952320	0.047031	0.000648	
PIERAPG00000014546	OTHER	0.999539	0.000402	0.000060	
PIERAPG00000005801	OTHER	0.999894	0.000012	0.000094	
PIERAPG00000005434	SP	0.000125	0.999874	0.000001	CS pos: 19-20. SDC-HC. Pr: 0.3669
PIERAPG00000003917	OTHER	0.999958	0.000031	0.000011	
PIERAPG00000006113	OTHER	0.999850	0.000074	0.000076	
PIERAPG00000007214	OTHER	0.999857	0.000115	0.000028	
PIERAPG00000003507	SP	0.000013	0.999987	0.000000	CS pos: 17-18. AYC-QD. Pr: 0.9588
PIERAPG00000013102	OTHER	0.999995	0.000001	0.000004	
PIERAPG00000001368	OTHER	0.614480	0.251371	0.134148	
PIERAPG00000001291	OTHER	0.999112	0.000648	0.000240	
PIERAPG00000001388	mTP	0.157092	0.000126	0.842781	CS pos: 31-32. RTF-SN. Pr: 0.8447
PIERAPG00000010242	OTHER	0.999951	0.000020	0.000029	
PIERAPG00000000495	OTHER	0.999952	0.000023	0.000025	
PIERAPG00000000136	SP	0.039958	0.955154	0.004888	CS pos: 19-20. CMA-NL. Pr: 0.3211
PIERAPG00000003335	SP	0.000133	0.999839	0.000028	CS pos: 18-19. VLS-DD. Pr: 0.8387
PIERAPG00000001297	OTHER	0.998342	0.001462	0.000196	
PIERAPG00000002139	mTP	0.196074	0.000372	0.803554	CS pos: 46-47. RNY-AE. Pr: 0.7903
PIERAPG00000009146	OTHER	0.999775	0.000179	0.000046	
PIERAPG00000012607	OTHER	0.999555	0.000412	0.000033	
PIERAPG00000013927	OTHER	1.000000	0.000000	0.000000	
PIERAPG00000011458	OTHER	0.999986	0.000010	0.000004	
PIERAPG00000005877	OTHER	0.998670	0.001118	0.000213	
PIERAPG00000003044	OTHER	0.932970	0.021688	0.045342	
PIERAPG00000002617	OTHER	0.999401	0.000408	0.000190	
PIERAPG00000004618	OTHER	0.998583	0.000073	0.001343	
PIERAPG00000011477	SP	0.029133	0.970796	0.000071	CS pos: 22-23. GHA-VT. Pr: 0.5611
PIERAPG00000013042	SP	0.010873	0.989080	0.000048	CS pos: 17-18. IYA-NH. Pr: 0.4456
PIERAPG00000003734	OTHER	0.999993	0.000004	0.000003	
PIERAPG00000008659	OTHER	0.999974	0.000022	0.000004	
PIERAPG00000005768	OTHER	0.998068	0.000563	0.001368	
PIERAPG00000006896	mTP	0.130318	0.003122	0.866560	CS pos: 19-20. RGY-AQ. Pr: 0.7609
PIERAPG00000009278	mTP	0.184028	0.065616	0.750356	CS pos: 24-25. CCQ-QL. Pr: 0.1401
PIERAPG00000013293	mTP	0.249090	0.000755	0.750155	CS pos: 75-76. VRY-AH. Pr: 0.6178
PIERAPG00000005665	SP	0.030256	0.969600	0.000144	CS pos: 20-21. CGA-TH. Pr: 0.7901
PIERAPG00000005499	SP	0.408575	0.590781	0.000644	CS pos: 19-20. TRA-EV. Pr: 0.7234
PIERAPG00000012813	OTHER	0.997396	0.000147	0.002458	
PIERAPG00000012352	OTHER	0.999653	0.000192	0.000156	
PIERAPG00000009616	OTHER	0.999997	0.000001	0.000002	
PIERAPG00000010321	OTHER	0.999965	0.000008	0.000027	
PIERAPG00000003907	OTHER	0.999950	0.000046	0.000005	
PIERAPG00000011954	OTHER	0.879282	0.000252	0.120466	
PIERAPG00000004876	mTP	0.409881	0.001214	0.588904	CS pos: 21-22. RNY-CR. Pr: 0.1933
PIERAPG00000002057	OTHER	0.894308	0.008077	0.097615	
PIERAPG00000005759	OTHER	0.923234	0.070304	0.006462	
PIERAPG00000009721	OTHER	0.917803	0.040013	0.042184	
PIERAPG00000006402	OTHER	0.992362	0.000042	0.007596	
PIERAPG00000011717	OTHER	0.942612	0.055316	0.002072	
PIERAPG00000003389	OTHER	0.999957	0.000030	0.000013	
PIERAPG00000005730	OTHER	0.999939	0.000048	0.000013	
PIERAPG00000014524	OTHER	0.999731	0.000251	0.000018	
PIERAPG00000014967	OTHER	0.999826	0.000029	0.000145	
PIERAPG00000001186	SP	0.000964	0.999032	0.000004	CS pos: 18-19. VFC-AN. Pr: 0.9080
PIERAPG00000011214	OTHER	0.955119	0.003268	0.041613	
PIERAPG00000011565	SP	0.233016	0.766666	0.000318	CS pos: 17-18. TLS-TH. Pr: 0.4171
PIERAPG00000014412	OTHER	0.974035	0.000553	0.025411	
PIERAPG00000001653	OTHER	0.999974	0.000021	0.000006	
PIERAPG00000003090	OTHER	0.999923	0.000011	0.000067	
PIERAPG00000009888	OTHER	0.999911	0.000060	0.000029	
PIERAPG00000006023	OTHER	0.999874	0.000090	0.000036	
PIERAPG00000009186	OTHER	0.999044	0.000909	0.000047	
PIERAPG00000009977	SP	0.000219	0.999712	0.000069	CS pos: 16-17. VSA-AV. Pr: 0.8067
PIERAPG00000014192	SP	0.000475	0.999395	0.000129	CS pos: 17-18. SFA-NV. Pr: 0.9311
PIERAPG00000002527	OTHER	0.999742	0.000222	0.000036	
PIERAPG00000004322	SP	0.002793	0.997117	0.000090	CS pos: 17-18. VQC-MF. Pr: 0.9456
PIERAPG00000004348	SP	0.427810	0.571797	0.000392	CS pos: 22-23. GEA-PE. Pr: 0.3114
PIERAPG00000001264	SP	0.118420	0.879693	0.001887	CS pos: 22-23. IYA-ST. Pr: 0.8321
PIERAPG00000007414	SP	0.001554	0.998381	0.000065	CS pos: 26-27. VLA-AV. Pr: 0.9598
PIERAPG00000011311	OTHER	0.997595	0.001113	0.001292	
PIERAPG00000011194	OTHER	0.999395	0.000290	0.000315	
PIERAPG00000012804	OTHER	0.999972	0.000014	0.000014	
PIERAPG00000011082	OTHER	0.999825	0.000074	0.000101	
PIERAPG00000004607	SP	0.090332	0.909449	0.000219	CS pos: 23-24. VKA-VP. Pr: 0.9298
PIERAPG00000014286	OTHER	0.961539	0.003330	0.035131	
PIERAPG00000009006	OTHER	0.999992	0.000004	0.000004	
PIERAPG00000013028	SP	0.007786	0.991889	0.000325	CS pos: 19-20. NDG-RE. Pr: 0.7245
PIERAPG00000011388	SP	0.002224	0.997691	0.000086	CS pos: 17-18. VFG-QF. Pr: 0.9600
PIERAPG00000000746	OTHER	0.901102	0.098854	0.000045	
PIERAPG00000002001	OTHER	0.876555	0.052940	0.070505	
PIERAPG00000001853	OTHER	0.999362	0.000012	0.000627	
PIERAPG00000012374	OTHER	0.999924	0.000057	0.000019	
PIERAPG00000010988	OTHER	0.999940	0.000028	0.000032	
PIERAPG00000004102	OTHER	0.978320	0.011972	0.009708	
PIERAPG00000014730	SP	0.000025	0.999975	0.000000	CS pos: 18-19. CVC-AP. Pr: 0.7631
PIERAPG00000001898	SP	0.001537	0.998458	0.000004	CS pos: 24-25. ISM-ED. Pr: 0.7226
PIERAPG00000007489	SP	0.155408	0.844416	0.000175	CS pos: 15-16. ILA-YQ. Pr: 0.9558
PIERAPG00000000610	OTHER	0.999480	0.000492	0.000029	
PIERAPG00000013634	OTHER	0.999329	0.000538	0.000133	
PIERAPG00000013674	OTHER	0.923677	0.001748	0.074575	
PIERAPG00000002125	OTHER	0.940864	0.021783	0.037353	
PIERAPG00000009177	OTHER	0.999996	0.000003	0.000001	
PIERAPG00000007100	OTHER	0.988518	0.000822	0.010661	
PIERAPG00000008206	SP	0.002263	0.997700	0.000037	CS pos: 17-18. VLC-DD. Pr: 0.9867
PIERAPG00000014695	OTHER	0.999979	0.000005	0.000016	
PIERAPG00000007907	OTHER	0.999997	0.000002	0.000001	
PIERAPG00000006774	OTHER	0.999992	0.000008	0.000000	
PIERAPG00000002642	OTHER	0.998487	0.001202	0.000310	
PIERAPG00000001425	OTHER	0.962869	0.000276	0.036856	
PIERAPG00000006758	OTHER	0.999964	0.000010	0.000025	
PIERAPG00000009472	SP	0.000006	0.999994	0.000000	CS pos: 15-16. ALA-GK. Pr: 0.9447
PIERAPG00000011753	SP	0.000013	0.999987	0.000000	CS pos: 15-16. AAA-NT. Pr: 0.6574
PIERAPG00000014457	SP	0.000002	0.999998	0.000000	CS pos: 15-16. ALA-NS. Pr: 0.7272
PIERAPG00000006732	OTHER	0.999988	0.000009	0.000003	
PIERAPG00000005489	OTHER	0.783263	0.120774	0.095963	
PIERAPG00000007384	OTHER	0.719006	0.019281	0.261712	
PIERAPG00000012846	OTHER	0.998460	0.000683	0.000857	
PIERAPG00000012833	OTHER	0.999818	0.000149	0.000033	
PIERAPG00000008455	OTHER	0.999855	0.000012	0.000132	
PIERAPG00000014687	OTHER	0.998260	0.000967	0.000773	
PIERAPG00000001523	SP	0.008024	0.991745	0.000231	CS pos: 17-18. VLP-SY. Pr: 0.4248
PIERAPG00000006324	SP	0.001562	0.980325	0.018113	CS pos: 15-16. AWC-VA. Pr: 0.3530
PIERAPG00000013485	OTHER	0.709961	0.000112	0.289927	
PIERAPG00000011270	OTHER	0.983113	0.012422	0.004465	
PIERAPG00000011004	SP	0.205858	0.790997	0.003144	CS pos: 21-22. ALP-QN. Pr: 0.5583
PIERAPG00000009540	OTHER	0.999612	0.000294	0.000094	
PIERAPG00000013628	OTHER	0.994589	0.005337	0.000074	
PIERAPG00000011271	SP	0.045144	0.954830	0.000026	CS pos: 16-17. VIA-ED. Pr: 0.9833
PIERAPG00000003793	OTHER	0.999967	0.000002	0.000031	
PIERAPG00000014854	OTHER	0.980171	0.010062	0.009767	
PIERAPG00000012661	OTHER	0.896553	0.019570	0.083877	
PIERAPG00000009534	OTHER	0.999732	0.000152	0.000115	
PIERAPG00000007477	OTHER	0.912710	0.000745	0.086544	
PIERAPG00000005810	OTHER	0.999967	0.000022	0.000012	
PIERAPG00000010292	SP	0.000048	0.999952	0.000000	CS pos: 15-16. AWA-VP. Pr: 0.9501
PIERAPG00000001735	SP	0.010611	0.989325	0.000063	CS pos: 18-19. VCG-NP. Pr: 0.9410
PIERAPG00000011322	OTHER	0.999770	0.000123	0.000107	
PIERAPG00000009284	SP	0.022106	0.977871	0.000023	CS pos: 19-20. CDA-IM. Pr: 0.8644
PIERAPG00000005349	OTHER	0.999372	0.000310	0.000318	
PIERAPG00000000365	OTHER	0.999462	0.000440	0.000098	
PIERAPG00000014530	OTHER	0.998094	0.000412	0.001494	
PIERAPG00000007580	OTHER	0.999915	0.000073	0.000012	
PIERAPG00000006503	OTHER	0.997899	0.001435	0.000666	
PIERAPG00000002316	SP	0.083453	0.903997	0.012550	CS pos: 25-26. VNG-AI. Pr: 0.9530
PIERAPG00000005704	SP	0.026291	0.973556	0.000153	CS pos: 17-18. ILS-KK. Pr: 0.7266
PIERAPG00000008899	OTHER	0.997421	0.000003	0.002576	
PIERAPG00000004034	OTHER	0.999786	0.000024	0.000190	
PIERAPG00000012141	OTHER	0.952520	0.003335	0.044145	
PIERAPG00000010270	OTHER	0.999535	0.000462	0.000003	
PIERAPG00000001602	OTHER	0.933031	0.063913	0.003055	
PIERAPG00000007087	OTHER	0.999720	0.000140	0.000140	
PIERAPG00000013251	OTHER	0.999890	0.000001	0.000109	
PIERAPG00000008615	SP	0.005608	0.982768	0.011625	CS pos: 15-16. INA-EI. Pr: 0.6390
PIERAPG00000009593	SP	0.000857	0.999136	0.000007	CS pos: 16-17. SFG-FT. Pr: 0.6732
PIERAPG00000005179	OTHER	0.999884	0.000099	0.000017	
PIERAPG00000000037	SP	0.000071	0.999929	0.000000	CS pos: 21-22. GSC-LQ. Pr: 0.9622
PIERAPG00000009191	OTHER	0.999936	0.000061	0.000002	
PIERAPG00000007382	OTHER	0.970481	0.027745	0.001774	
PIERAPG00000008523	SP	0.006821	0.992559	0.000619	CS pos: 19-20. VSG-AI. Pr: 0.7979
PIERAPG00000011418	SP	0.011288	0.988579	0.000134	CS pos: 19-20. VNG-TH. Pr: 0.9122
PIERAPG00000000726	OTHER	0.999604	0.000037	0.000360	
PIERAPG00000009298	OTHER	0.999952	0.000035	0.000013	
PIERAPG00000005109	SP	0.030269	0.969619	0.000112	CS pos: 16-17. VSS-TD. Pr: 0.8846
PIERAPG00000013902	OTHER	0.999674	0.000005	0.000321	
PIERAPG00000011287	OTHER	0.999983	0.000006	0.000011	
PIERAPG00000002037	SP	0.000095	0.999900	0.000005	CS pos: 18-19. VHA-FV. Pr: 0.9665
PIERAPG00000003665	OTHER	0.999797	0.000101	0.000102	
PIERAPG00000003916	OTHER	0.999568	0.000072	0.000359	
PIERAPG00000006960	OTHER	0.999995	0.000004	0.000001	
PIERAPG00000012365	SP	0.000515	0.999456	0.000029	CS pos: 20-21. VLC-TV. Pr: 0.9000
PIERAPG00000006672	SP	0.000137	0.999862	0.000002	CS pos: 19-20. VNC-EV. Pr: 0.9692
PIERAPG00000001904	OTHER	0.988731	0.001093	0.010176	
PIERAPG00000014198	OTHER	0.992543	0.003358	0.004099	
PIERAPG00000007352	OTHER	0.999709	0.000245	0.000047	
PIERAPG00000010691	OTHER	0.999697	0.000129	0.000174	
PIERAPG00000014644	SP	0.000087	0.999913	0.000000	CS pos: 18-19. ILS-AP. Pr: 0.9381
PIERAPG00000005943	SP	0.045086	0.952915	0.001999	CS pos: 15-16. VHS-GY. Pr: 0.3307
PIERAPG00000005020	OTHER	0.545543	0.001116	0.453341	
PIERAPG00000013600	OTHER	0.855296	0.140184	0.004520	
PIERAPG00000000270	OTHER	0.999992	0.000008	0.000000	
PIERAPG00000014181	mTP	0.234971	0.000021	0.765008	CS pos: 22-23. LRF-RS. Pr: 0.2774
PIERAPG00000005405	OTHER	0.784509	0.210514	0.004977	
PIERAPG00000000245	OTHER	0.760520	0.235787	0.003693	
PIERAPG00000007215	OTHER	0.999901	0.000062	0.000037	
PIERAPG00000012837	OTHER	0.997737	0.001713	0.000550	
PIERAPG00000005195	OTHER	0.995882	0.000369	0.003749	
PIERAPG00000006643	OTHER	0.999951	0.000035	0.000014	
PIERAPG00000005223	OTHER	0.999665	0.000229	0.000106	
PIERAPG00000010884	OTHER	0.999786	0.000005	0.000209	
PIERAPG00000002972	OTHER	0.999706	0.000152	0.000142	
PIERAPG00000003915	OTHER	0.999956	0.000024	0.000020	
PIERAPG00000000972	OTHER	0.999982	0.000007	0.000011	
PIERAPG00000002732	OTHER	0.999395	0.000443	0.000163	
PIERAPG00000002765	OTHER	0.999987	0.000008	0.000005	
PIERAPG00000010590	OTHER	0.899234	0.002044	0.098721	
PIERAPG00000009743	OTHER	0.997667	0.001409	0.000924	
PIERAPG00000004465	OTHER	0.999785	0.000185	0.000029	
PIERAPG00000006533	OTHER	0.999977	0.000018	0.000005	
PIERAPG00000008681	OTHER	0.999966	0.000025	0.000009	
PIERAPG00000003979	OTHER	0.999459	0.000002	0.000539	
PIERAPG00000003206	OTHER	0.999921	0.000027	0.000052	
PIERAPG00000008802	OTHER	0.998016	0.000247	0.001737	
PIERAPG00000013819	OTHER	0.995657	0.000004	0.004339	
PIERAPG00000008577	OTHER	0.981208	0.006805	0.011987	
PIERAPG00000004250	OTHER	0.999951	0.000017	0.000033	
PIERAPG00000006070	OTHER	0.999972	0.000018	0.000009	
PIERAPG00000013999	OTHER	0.996707	0.000614	0.002679	
PIERAPG00000000700	OTHER	0.999980	0.000004	0.000017	
PIERAPG00000007894	OTHER	0.999422	0.000244	0.000334	
PIERAPG00000009142	SP	0.207978	0.766404	0.025618	CS pos: 18-19. CGG-VS. Pr: 0.6979
PIERAPG00000006133	OTHER	0.999644	0.000225	0.000131	
PIERAPG00000014035	OTHER	0.980936	0.006219	0.012844	
PIERAPG00000004136	OTHER	0.999855	0.000075	0.000070	
PIERAPG00000006467	OTHER	0.999907	0.000005	0.000088	
PIERAPG00000008846	SP	0.348390	0.651405	0.000205	CS pos: 14-15. VEG-NS. Pr: 0.7727
PIERAPG00000013825	OTHER	0.999948	0.000020	0.000032	
PIERAPG00000000103	OTHER	0.998584	0.000987	0.000428	
PIERAPG00000004340	SP	0.000990	0.999003	0.000007	CS pos: 16-17. SLG-YD. Pr: 0.8660
PIERAPG00000009159	OTHER	0.998295	0.001131	0.000575	
PIERAPG00000008645	OTHER	0.999862	0.000066	0.000073	
PIERAPG00000013208	OTHER	0.854272	0.139120	0.006608	
PIERAPG00000010610	OTHER	0.999963	0.000024	0.000013	
PIERAPG00000009344	mTP	0.392315	0.000058	0.607627	CS pos: 37-38. RRF-SA. Pr: 0.7264
PIERAPG00000013002	OTHER	0.996383	0.003363	0.000254	
PIERAPG00000012774	OTHER	0.996770	0.000775	0.002455	
PIERAPG00000005187	OTHER	0.999887	0.000098	0.000015	
PIERAPG00000007498	SP	0.011104	0.988797	0.000099	CS pos: 24-25. VQM-AY. Pr: 0.3317
PIERAPG00000014895	SP	0.000021	0.999978	0.000000	CS pos: 18-19. TLA-AP. Pr: 0.6543
PIERAPG00000010260	OTHER	0.980733	0.017742	0.001525	
PIERAPG00000008296	SP	0.012686	0.987255	0.000059	CS pos: 24-25. TKG-DS. Pr: 0.9739
PIERAPG00000011439	OTHER	0.966578	0.007750	0.025671	
PIERAPG00000001183	OTHER	0.999661	0.000120	0.000219	
PIERAPG00000001795	SP	0.000000	1.000000	0.000000	CS pos: 19-20. AYG-DL. Pr: 0.8705
PIERAPG00000004403	mTP	0.421270	0.001228	0.577502	CS pos: 31-32. RVF-ST. Pr: 0.6374
PIERAPG00000013964	SP	0.024088	0.975074	0.000838	CS pos: 16-17. AEG-KT. Pr: 0.6578
PIERAPG00000014769	OTHER	0.999982	0.000004	0.000014	
PIERAPG00000000352	SP	0.003949	0.995982	0.000068	CS pos: 19-20. AYG-FI. Pr: 0.9618
PIERAPG00000005308	OTHER	0.999941	0.000046	0.000013	
PIERAPG00000009571	SP	0.010801	0.989141	0.000058	CS pos: 21-22. GHS-AX. Pr: 0.8689
PIERAPG00000010252	OTHER	0.974738	0.023962	0.001300	
PIERAPG00000003010	SP	0.049168	0.950531	0.000301	CS pos: 16-17. VTW-EI. Pr: 0.2856
PIERAPG00000000631	SP	0.004568	0.995421	0.000011	CS pos: 17-18. SYS-VN. Pr: 0.8706
PIERAPG00000004407	SP	0.272003	0.727536	0.000461	CS pos: 12-13. VQS-VY. Pr: 0.4204
PIERAPG00000005966	OTHER	0.999717	0.000010	0.000272	
PIERAPG00000004964	OTHER	0.995789	0.000530	0.003681	
PIERAPG00000005573	SP	0.001197	0.996006	0.002797	CS pos: 16-17. AQA-SI. Pr: 0.7161
PIERAPG00000010156	OTHER	0.998558	0.001422	0.000020	
PIERAPG00000002852	OTHER	0.821506	0.177254	0.001239	
PIERAPG00000013128	OTHER	0.998658	0.000542	0.000799	
PIERAPG00000004346	OTHER	0.998228	0.000204	0.001567	
PIERAPG00000006950	SP	0.320767	0.677223	0.002011	CS pos: 19-20. ISC-AP. Pr: 0.7732
PIERAPG00000004366	OTHER	0.999747	0.000014	0.000239	
PIERAPG00000013865	OTHER	0.695947	0.012187	0.291866	
PIERAPG00000012921	mTP	0.059419	0.000075	0.940506	CS pos: 18-19. RTM-ST. Pr: 0.7033
PIERAPG00000006599	OTHER	0.998901	0.000006	0.001094	
PIERAPG00000004601	SP	0.467571	0.515593	0.016836	CS pos: 37-38. SEA-TT. Pr: 0.3037
PIERAPG00000011694	SP	0.021690	0.974320	0.003991	CS pos: 16-17. SLS-LH. Pr: 0.6259
PIERAPG00000010798	OTHER	0.604981	0.002447	0.392572	
PIERAPG00000012178	OTHER	0.675187	0.028866	0.295947	
PIERAPG00000000340	OTHER	0.999869	0.000071	0.000060	
